0,CombatZoneResize,239,226,404,391,TLResume,,,,,,,,
0,HeartTeleport,321.5,308.5,,,,,,,,,,,
0,HeartMode,0,,,,,,,,,,,,
0,TLPause
0.5,BoneC,24,321.5,308.5,180,0,200,240,240,0,1
0.1,BoneCScale,1,24,140,140,1,0,0

0.25,BoneC,4,321.5,308.5,180,0,200,240,240,0,25
0.1,BoneCScale,25,29,100,100,1,0,1

4,BoneCScale,1,24,240,240,1,1,0
0,BoneCScale,25,29,240,240,1,1,1

1.25,KnifeBlaster,0,320,258.5,0,0.3,0
0.00,KnifeBlaster,0,320,358.5,0,0.3,0
1,KnifeBlaster,0,320,308.5,0,0.3,0


1,GetHeartPos,HX,HY
0,RND,R,360
0,CHOOSE2,C,1,2,0,0
0,KnifeBlaster,1,$HX,$HY,$R,0.1,$C
0.3,GetHeartPos,HX,HY
0,RND,R,360
0,CHOOSE2,C,1,2,0,0
0,KnifeBlaster,1,$HX,$HY,$R,0.1,$C
0.3,GetHeartPos,HX,HY
0,RND,R,360
0,CHOOSE2,C,1,2,0,0
0,KnifeBlaster,1,$HX,$HY,$R,0.1,$C
0.3,GetHeartPos,HX,HY
0,RND,R,360
0,CHOOSE2,C,1,2,0,0
0,KnifeBlaster,1,$HX,$HY,$R,0.1,$C
0.3,GetHeartPos,HX,HY
0,RND,R,360
0,CHOOSE2,C,1,2,0,0
0,KnifeBlaster,1,$HX,$HY,$R,0.1,$C
0.3,GetHeartPos,HX,HY
0,RND,R,360
0,CHOOSE2,C,1,2,0,0
0,KnifeBlaster,1,$HX,$HY,$R,0.1,$C
0.3,GetHeartPos,HX,HY
0,RND,R,360
0,CHOOSE2,C,1,2,0,0
0,KnifeBlaster,1,$HX,$HY,$R,0.1,$C

1.5,Slash,0,320,308.5,0,0.5,0,0
0,Slash,0,380,308.5,0,0.5,0,0
0,Slash,0,260,308.5,0,0.5,0,0

1,Slash,0,320,308.5,90,0.5,2

0,Slash,0,320,308.5,00,0.5,1

1,Slash,0,320,308.5,0,0.25
0.1,Slash,0,320,308.5,10,0.25
0.1,Slash,0,320,308.5,20,0.25
0.1,Slash,0,320,308.5,30,0.25
0.1,Slash,0,320,308.5,40,0.25
0.1,Slash,0,320,308.5,50,0.25
0.1,Slash,0,320,308.5,60,0.25
0.1,Slash,0,320,308.5,70,0.25
0.1,Slash,0,320,308.5,80,0.25
0.1,Slash,0,320,308.5,90,0.25
0.1,Slash,0,320,308.5,100,0.25
0.1,Slash,0,320,308.5,110,0.25
0.1,Slash,0,320,308.5,120,0.25
0.1,Slash,0,320,308.5,130,0.25
0.1,Slash,0,320,308.5,140,0.25
0.1,Slash,0,320,308.5,150,0.25
0.1,Slash,0,320,308.5,160,0.25
0.1,Slash,0,320,308.5,170,0.25
0.1,Slash,0,320,308.5,180,0.25
0.1,Slash,0,320,308.5,190,0.25
0.1,Slash,0,320,308.5,200,0.25
0.1,Slash,0,320,308.5,210,0.25
0.1,Slash,0,320,308.5,220,0.25
0.1,Slash,0,320,308.5,230,0.25
0.1,Slash,0,320,308.5,240,0.25
0.1,Slash,0,320,308.5,250,0.25
0.1,Slash,0,320,308.5,260,0.25
0.1,Slash,0,320,308.5,270,0.25
0.1,Slash,0,320,308.5,280,0.25
0.1,Slash,0,320,308.5,290,0.25
0.1,Slash,0,320,308.5,300,0.25
0.1,Slash,0,320,308.5,310,0.25
0.1,Slash,0,320,308.5,320,0.25
0.1,Slash,0,320,308.5,330,0.25
0.1,Slash,0,320,308.5,340,0.25
0.1,Slash,0,320,308.5,350,0.25

2,EndAttack



